r,g,b,digit,VAE log-likelihood,WWDC* conditional log-likelihood,WWDC* unconditional log-likelihood,image,projection_x,projection_y
0.30928957,0.052854676,0.078108,8,8.919380187988281,-74.14964294433594,-66.9146728515625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2093.png"" alt=""drawing"" style=""width:56px;""/>",-7.4607553,1.055593
0.22381046,0.40324956,0.48623666,4,11.106788635253906,-66.44599151611328,-65.48126220703125,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2094.png"" alt=""drawing"" style=""width:56px;""/>",0.49701002,-0.059519783
0.29744515,0.52922773,0.7159535,7,37.089210510253906,-74.06668090820312,-75.22663879394531,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2095.png"" alt=""drawing"" style=""width:56px;""/>",4.7980247,3.5973914
0.43588716,0.8428883,0.32980627,0,22.138755798339844,-65.54354095458984,-69.3618392944336,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2096.png"" alt=""drawing"" style=""width:56px;""/>",3.150425,0.6267991
0.4986463,0.619525,0.13741378,6,23.06488037109375,-73.41342163085938,-70.40542602539062,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2097.png"" alt=""drawing"" style=""width:56px;""/>",0.9792045,-2.4013748
0.49935085,0.16615333,0.80635005,2,30.239845275878906,-76.69796752929688,-74.0263900756836,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2098.png"" alt=""drawing"" style=""width:56px;""/>",-8.246454,2.700267
0.49230823,0.19061673,0.77158546,8,-6.530036926269531,-85.76861572265625,-80.7774887084961,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2099.png"" alt=""drawing"" style=""width:56px;""/>",8.591534,1.5991462
0.7372381,0.2333499,0.6277703,5,22.748672485351562,-74.36048889160156,-76.66375732421875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2100.png"" alt=""drawing"" style=""width:56px;""/>",1.0159752,-5.500807
0.94164616,0.75555396,0.48625952,2,3.6269912719726562,-81.458740234375,-79.98016357421875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2101.png"" alt=""drawing"" style=""width:56px;""/>",-3.9364445,-6.7597156
0.38058287,0.8781265,0.86059064,8,-16.029285430908203,-74.16184997558594,-78.64259338378906,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2102.png"" alt=""drawing"" style=""width:56px;""/>",-5.851643,-6.5446415
0.5367973,0.7242119,0.21144146,5,-1.9113082885742188,-72.00138092041016,-74.14754486083984,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2103.png"" alt=""drawing"" style=""width:56px;""/>",-3.4156866,-3.7279162
0.06359038,0.83506024,0.1541741,7,19.434463500976562,-69.03154754638672,-74.35415649414062,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2104.png"" alt=""drawing"" style=""width:56px;""/>",3.1504767,0.7971622
0.24155301,0.23929399,0.28082904,3,32.85692596435547,-68.59597778320312,-68.20917510986328,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2105.png"" alt=""drawing"" style=""width:56px;""/>",2.0325089,-6.947605
0.61092675,0.08063925,0.5943765,0,13.983917236328125,-76.61909484863281,-72.61897277832031,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2106.png"" alt=""drawing"" style=""width:56px;""/>",-2.7555766,-5.071566
0.30078608,0.8678684,0.7787791,8,-12.969902038574219,-84.1590347290039,-83.05659484863281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2107.png"" alt=""drawing"" style=""width:56px;""/>",-10.34065,4.0072665
0.22676282,0.24288473,0.79533875,2,15.125473022460938,-71.42457580566406,-72.83047485351562,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2108.png"" alt=""drawing"" style=""width:56px;""/>",-3.406802,-6.18283
0.7314868,0.2934817,0.08370705,3,14.840049743652344,-82.74825286865234,-70.24057006835938,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2109.png"" alt=""drawing"" style=""width:56px;""/>",11.036931,-3.7029202
0.82834184,0.93847376,0.774354,2,-36.91912078857422,-98.90325927734375,-90.72718811035156,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2110.png"" alt=""drawing"" style=""width:56px;""/>",-7.6398644,-3.4909804
0.2958273,0.9342113,0.41154838,8,-19.401790618896484,-69.63262176513672,-76.39576721191406,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2111.png"" alt=""drawing"" style=""width:56px;""/>",8.6219635,-1.1034517
0.86717415,0.6663638,0.69786346,2,43.48793029785156,-74.82173919677734,-79.48966979980469,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2112.png"" alt=""drawing"" style=""width:56px;""/>",3.560691,-1.6303617
0.40506333,0.1484669,0.35467595,5,37.696533203125,-66.57462310791016,-67.26644134521484,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2113.png"" alt=""drawing"" style=""width:56px;""/>",-1.0533191,-3.3097322
0.07489331,0.73288494,0.49734744,5,18.061676025390625,-71.90650177001953,-74.46670532226562,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2114.png"" alt=""drawing"" style=""width:56px;""/>",-5.61689,0.4290485
0.25395587,0.7653556,0.06555692,7,4.3001708984375,-74.00709533691406,-74.63349151611328,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2115.png"" alt=""drawing"" style=""width:56px;""/>",4.798639,-7.455525
0.7689952,0.751865,0.16125824,6,29.54621124267578,-72.17822265625,-73.75090789794922,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2116.png"" alt=""drawing"" style=""width:56px;""/>",-1.8059212,-3.3439994
0.75129026,0.36769018,0.30821687,4,-1.6458587646484375,-74.2273178100586,-72.45515441894531,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2117.png"" alt=""drawing"" style=""width:56px;""/>",-0.35714513,4.0804043
0.38543802,0.59639,0.11221738,6,18.250808715820312,-86.6169662475586,-78.85405731201172,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2118.png"" alt=""drawing"" style=""width:56px;""/>",6.798661,-5.6505647
0.66953886,0.5540964,0.6932067,8,19.798919677734375,-70.4283447265625,-76.7033920288086,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2119.png"" alt=""drawing"" style=""width:56px;""/>",2.160939,-4.3034267
0.66039747,0.8246502,0.6302687,4,22.9993896484375,-73.93516540527344,-79.4375991821289,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2120.png"" alt=""drawing"" style=""width:56px;""/>",-5.2135553,-0.720176
0.10489553,0.38162747,0.88370734,8,18.00982666015625,-83.03778839111328,-79.56783294677734,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2121.png"" alt=""drawing"" style=""width:56px;""/>",8.066628,2.5046628
0.48435983,0.09337336,0.2772912,2,20.62506866455078,-69.82743835449219,-72.00358581542969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2122.png"" alt=""drawing"" style=""width:56px;""/>",2.0764203,0.8187832
0.55964583,0.6428375,0.8481815,7,18.914520263671875,-72.17272186279297,-74.10149383544922,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2123.png"" alt=""drawing"" style=""width:56px;""/>",-2.365643,-6.0092
0.68145335,0.93025196,0.3594063,4,17.06237030029297,-79.29016876220703,-83.86837768554688,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2124.png"" alt=""drawing"" style=""width:56px;""/>",11.059543,-1.7611091
0.42592183,0.1711983,0.53144705,5,10.363059997558594,-74.97396087646484,-72.27168273925781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2125.png"" alt=""drawing"" style=""width:56px;""/>",2.4144075,4.2469997
0.7100948,0.8187845,0.43766782,2,12.767257690429688,-75.78715515136719,-78.8414077758789,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2126.png"" alt=""drawing"" style=""width:56px;""/>",-4.5373898,-6.2508965
0.41176182,0.8516938,0.29104277,0,22.220428466796875,-70.61689758300781,-71.54556274414062,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2127.png"" alt=""drawing"" style=""width:56px;""/>",-2.794629,-1.1808113
0.8810372,0.2946453,0.49350196,3,-5.652111053466797,-69.37906646728516,-71.05533599853516,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2128.png"" alt=""drawing"" style=""width:56px;""/>",3.414349,2.22761
0.6008151,0.7129459,0.4378331,9,18.424217224121094,-87.39250946044922,-79.44367218017578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2129.png"" alt=""drawing"" style=""width:56px;""/>",3.9566278,-6.3225536
0.34513482,0.74852455,0.4052184,4,4.2343292236328125,-67.98640441894531,-71.16120147705078,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2130.png"" alt=""drawing"" style=""width:56px;""/>",-1.4079579,-3.5672123
0.83071816,0.29533496,0.85939044,6,14.81085205078125,-87.50603485107422,-79.23695373535156,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2131.png"" alt=""drawing"" style=""width:56px;""/>",5.2689285,-8.125946
0.26341265,0.816506,0.262408,7,29.110755920410156,-71.61080169677734,-71.90975952148438,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2132.png"" alt=""drawing"" style=""width:56px;""/>",-0.3154062,-2.1159565
0.5870897,0.85986656,0.73743033,2,3.624603271484375,-73.61883544921875,-84.90587615966797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2133.png"" alt=""drawing"" style=""width:56px;""/>",-4.267572,0.5929513
0.46915153,0.67082524,0.79439986,5,-4.742774963378906,-71.03568267822266,-75.94869995117188,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2134.png"" alt=""drawing"" style=""width:56px;""/>",4.5054407,8.375085
0.861601,0.23660766,0.3855179,6,3.4530410766601562,-92.25145721435547,-74.09447479248047,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2135.png"" alt=""drawing"" style=""width:56px;""/>",-5.207484,-6.641393
0.47068614,0.24315697,0.40232086,1,41.163185119628906,-67.58485412597656,-68.04097747802734,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2136.png"" alt=""drawing"" style=""width:56px;""/>",4.7187443,2.3275702
0.4115085,0.8338021,0.06637392,1,18.665679931640625,-71.5570068359375,-71.92766571044922,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2137.png"" alt=""drawing"" style=""width:56px;""/>",-3.3527308,0.2925218
0.29823685,0.09055178,0.33587795,2,-7.624565124511719,-67.9976577758789,-66.27326202392578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2138.png"" alt=""drawing"" style=""width:56px;""/>",-2.9757361,-4.265401
0.5443862,0.27640608,0.5899998,3,32.89418029785156,-68.28561401367188,-69.8548355102539,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2139.png"" alt=""drawing"" style=""width:56px;""/>",-1.8197917,-4.9539056
0.5435714,0.07419342,0.8007773,6,-10.310089111328125,-78.0394515991211,-75.87628936767578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2140.png"" alt=""drawing"" style=""width:56px;""/>",7.434632,-6.493
0.41034812,0.5839009,0.19835164,7,-4.07379150390625,-83.34425354003906,-81.05084991455078,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2141.png"" alt=""drawing"" style=""width:56px;""/>",4.664897,5.56304
0.41590786,0.2482412,0.389575,8,38.064964294433594,-72.64846801757812,-70.85519409179688,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2142.png"" alt=""drawing"" style=""width:56px;""/>",8.878069,-0.74568313
0.22252864,0.19277586,0.14688927,7,29.218711853027344,-68.76844787597656,-64.43550109863281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2143.png"" alt=""drawing"" style=""width:56px;""/>",-1.3267707,-0.4846532
0.10714194,0.8696951,0.36996812,6,18.007659912109375,-73.89266204833984,-78.14171600341797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2144.png"" alt=""drawing"" style=""width:56px;""/>",7.3935704,-6.2831397
0.14106856,0.7959965,0.69179964,4,13.537849426269531,-72.5377426147461,-72.38585662841797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2145.png"" alt=""drawing"" style=""width:56px;""/>",8.04694,-3.550849
0.2739666,0.10919641,0.7072712,8,38.33635711669922,-70.36183166503906,-70.37065887451172,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2146.png"" alt=""drawing"" style=""width:56px;""/>",2.3059611,-5.6185265
0.15908238,0.5432027,0.5244529,9,42.817665100097656,-70.50552368164062,-69.73106384277344,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2147.png"" alt=""drawing"" style=""width:56px;""/>",6.547311,2.0719354
0.8761508,0.8443309,0.15745787,4,-4.614006042480469,-79.65142059326172,-77.99026489257812,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2148.png"" alt=""drawing"" style=""width:56px;""/>",-0.4455808,8.429196
0.760835,0.7104689,0.9321451,8,14.495933532714844,-82.71932983398438,-83.08039093017578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2149.png"" alt=""drawing"" style=""width:56px;""/>",5.004776,9.043995
0.8774997,0.13241512,0.08627382,6,35.604896545410156,-75.5164794921875,-77.1142349243164,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2150.png"" alt=""drawing"" style=""width:56px;""/>",0.512647,4.089144
0.30410105,0.82635915,0.13152081,3,4.485565185546875,-75.18939208984375,-76.16069030761719,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2151.png"" alt=""drawing"" style=""width:56px;""/>",-0.49394938,0.59653705
0.6918544,0.92639315,0.6075271,8,0.97930908203125,-77.54058837890625,-83.96680450439453,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2152.png"" alt=""drawing"" style=""width:56px;""/>",-3.9902594,8.9847765
0.515572,0.5006891,0.63586354,3,12.542831420898438,-72.06306457519531,-72.0530014038086,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2153.png"" alt=""drawing"" style=""width:56px;""/>",-6.380184,2.1026793
0.44424304,0.19192758,0.7340987,1,39.604522705078125,-68.3420639038086,-68.02803039550781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2154.png"" alt=""drawing"" style=""width:56px;""/>",-4.6696057,2.2645464
0.745822,0.85231316,0.19694418,0,54.665733337402344,-70.37179565429688,-72.80181884765625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2155.png"" alt=""drawing"" style=""width:56px;""/>",2.083287,5.2690096
0.9039942,0.671315,0.105480954,6,-5.171089172363281,-71.19180297851562,-75.44198608398438,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2156.png"" alt=""drawing"" style=""width:56px;""/>",4.9179645,-0.20658934
0.5059869,0.28154856,0.43561357,2,29.878173828125,-70.64196014404297,-68.06681060791016,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2157.png"" alt=""drawing"" style=""width:56px;""/>",2.7927556,-4.9297
0.11031221,0.42398062,0.85485405,2,11.861297607421875,-72.3472900390625,-75.06463623046875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2158.png"" alt=""drawing"" style=""width:56px;""/>",0.110027336,-5.6295576
0.31879774,0.45380384,0.64314276,5,23.45073699951172,-73.3851318359375,-77.42366027832031,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2159.png"" alt=""drawing"" style=""width:56px;""/>",-3.6766036,-3.9471436
0.42051396,0.50018567,0.6571611,6,32.342742919921875,-73.86764526367188,-71.2481689453125,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2160.png"" alt=""drawing"" style=""width:56px;""/>",-2.2308776,8.713832
0.6607695,0.91115344,0.32567477,9,24.337814331054688,-77.61666870117188,-78.51769256591797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2161.png"" alt=""drawing"" style=""width:56px;""/>",3.9581852,9.358806
0.21127227,0.9085192,0.27697217,5,22.374969482421875,-71.21218872070312,-72.29661560058594,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2162.png"" alt=""drawing"" style=""width:56px;""/>",3.8795598,-0.49833077
0.3117989,0.1971463,0.43672872,8,14.034416198730469,-71.16293334960938,-72.461669921875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2163.png"" alt=""drawing"" style=""width:56px;""/>",2.1966631,-6.8968368
0.23852211,0.16543739,0.53440857,1,44.932090759277344,-65.83309173583984,-66.90813446044922,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2164.png"" alt=""drawing"" style=""width:56px;""/>",-1.2946624,4.4404798
0.83923364,0.40769967,0.6945794,4,-4.2094879150390625,-68.31879425048828,-70.47105407714844,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2165.png"" alt=""drawing"" style=""width:56px;""/>",1.6078883,0.5064208
0.5006873,0.06331116,0.50149107,1,35.20372009277344,-73.32705688476562,-70.23503112792969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2166.png"" alt=""drawing"" style=""width:56px;""/>",-2.7399936,5.159122
0.18308896,0.26944408,0.29506963,7,32.533660888671875,-66.74769592285156,-66.23042297363281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2167.png"" alt=""drawing"" style=""width:56px;""/>",-3.361972,-0.7769097
0.8308375,0.3254324,0.84915596,8,-5.038238525390625,-86.81362915039062,-84.67040252685547,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2168.png"" alt=""drawing"" style=""width:56px;""/>",-2.4976752,-6.6811767
0.34325552,0.3814141,0.65452456,4,34.385887145996094,-73.39958953857422,-69.8598403930664,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2169.png"" alt=""drawing"" style=""width:56px;""/>",5.225773,-5.5452642
0.674387,0.42443267,0.5693716,6,11.030960083007812,-75.53911590576172,-72.98146057128906,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2170.png"" alt=""drawing"" style=""width:56px;""/>",8.1528015,3.436737
0.42271295,0.34450784,0.43370995,1,44.639915466308594,-64.4587631225586,-67.13739013671875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2171.png"" alt=""drawing"" style=""width:56px;""/>",-2.9815505,0.44250983
0.5728564,0.8166166,0.7977662,8,30.28972625732422,-78.82759094238281,-85.78905487060547,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2172.png"" alt=""drawing"" style=""width:56px;""/>",-7.8197474,-6.175225
0.36936387,0.742905,0.38992536,4,37.418296813964844,-66.99711608886719,-70.22644805908203,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2173.png"" alt=""drawing"" style=""width:56px;""/>",0.8029196,-0.14823462
0.8253578,0.37295616,0.13813986,3,7.972999572753906,-75.33392333984375,-77.2698745727539,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2174.png"" alt=""drawing"" style=""width:56px;""/>",-6.399443,1.0180292
0.12767452,0.90670246,0.1568533,1,30.2049560546875,-72.88728332519531,-71.48109436035156,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2175.png"" alt=""drawing"" style=""width:56px;""/>",-3.2284858,0.22242911
0.23851867,0.2737369,0.22636923,2,14.726127624511719,-74.1737060546875,-72.79463958740234,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2176.png"" alt=""drawing"" style=""width:56px;""/>",-2.223196,0.5515173
0.52198243,0.59944606,0.2501871,8,14.192420959472656,-68.26234436035156,-70.93617248535156,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2177.png"" alt=""drawing"" style=""width:56px;""/>",3.0802681,-0.64945716
0.9314604,0.10579242,0.26015922,0,7.481391906738281,-73.04718017578125,-69.76986694335938,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2178.png"" alt=""drawing"" style=""width:56px;""/>",1.493908,-2.6329482
0.6138465,0.5686516,0.079860225,8,42.20500946044922,-73.90907287597656,-72.21392822265625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2179.png"" alt=""drawing"" style=""width:56px;""/>",-0.8093489,3.0769618
0.1798151,0.5207658,0.68486047,5,3.3490142822265625,-70.52214050292969,-71.63920593261719,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2180.png"" alt=""drawing"" style=""width:56px;""/>",-3.909945,-5.6727233
0.4430766,0.93789387,0.1490168,9,29.58673858642578,-75.83943939208984,-77.63894653320312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2181.png"" alt=""drawing"" style=""width:56px;""/>",7.7481894,0.87408036
0.8385178,0.5397433,0.5289034,1,-2.4384231567382812,-106.02964782714844,-83.81462097167969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2182.png"" alt=""drawing"" style=""width:56px;""/>",1.697306,-5.8656907
0.3594079,0.6416345,0.68151605,4,-28.06329345703125,-83.15507507324219,-82.182373046875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2183.png"" alt=""drawing"" style=""width:56px;""/>",8.369811,-3.6374602
0.57031155,0.7709283,0.78676116,2,-18.913768768310547,-80.94770812988281,-85.75542449951172,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2184.png"" alt=""drawing"" style=""width:56px;""/>",-8.095968,7.035905
0.5661866,0.72409004,0.77093035,0,10.847343444824219,-81.508544921875,-76.92857360839844,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2185.png"" alt=""drawing"" style=""width:56px;""/>",-3.8026466,10.416564
0.51640344,0.9040128,0.5227875,2,-27.840900421142578,-76.0722885131836,-74.73835754394531,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2186.png"" alt=""drawing"" style=""width:56px;""/>",5.5785327,-6.4830976
0.872118,0.44373143,0.27067548,7,44.811317443847656,-69.22213745117188,-72.76046752929688,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2187.png"" alt=""drawing"" style=""width:56px;""/>",-2.8134475,-4.759839
0.40229028,0.31197646,0.8423856,0,22.286972045898438,-78.19007873535156,-74.80146026611328,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2188.png"" alt=""drawing"" style=""width:56px;""/>",-4.3320317,5.1672835
0.20312805,0.5672071,0.16461948,9,21.60344696044922,-77.33600616455078,-69.49308776855469,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2189.png"" alt=""drawing"" style=""width:56px;""/>",-5.51863,-7.2566595
0.84827447,0.24726005,0.6066229,0,9.992523193359375,-71.04403686523438,-69.03752136230469,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2190.png"" alt=""drawing"" style=""width:56px;""/>",2.0675993,-3.5760562
0.54526645,0.7976452,0.47571683,2,3.0229263305664062,-77.98446655273438,-87.73907470703125,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2191.png"" alt=""drawing"" style=""width:56px;""/>",-6.354949,-5.940198
0.7200726,0.73413825,0.48826897,5,-22.95090103149414,-82.47662353515625,-90.43745422363281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2192.png"" alt=""drawing"" style=""width:56px;""/>",2.8921187,-0.15196821
0.188094,0.79418755,0.7952232,7,5.619110107421875,-75.02164459228516,-80.88465118408203,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2193.png"" alt=""drawing"" style=""width:56px;""/>",-5.933199,-7.692794
0.59269094,0.7016466,0.90127987,6,-9.7459716796875,-80.10127258300781,-86.03252410888672,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2194.png"" alt=""drawing"" style=""width:56px;""/>",-8.210429,0.4668225
0.062383868,0.23533913,0.6838051,7,2.257720947265625,-77.72679138183594,-74.54057312011719,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2195.png"" alt=""drawing"" style=""width:56px;""/>",4.725856,-3.6306698
0.17768843,0.05065108,0.90639937,9,21.88074493408203,-74.60678100585938,-72.79485321044922,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2196.png"" alt=""drawing"" style=""width:56px;""/>",1.0693187,7.7814684
0.5510731,0.5261408,0.52876604,4,17.791915893554688,-71.90611267089844,-71.50283813476562,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2197.png"" alt=""drawing"" style=""width:56px;""/>",-5.7111917,1.0012107
0.19459306,0.21032572,0.61295617,2,14.538841247558594,-69.17829895019531,-69.36126708984375,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2198.png"" alt=""drawing"" style=""width:56px;""/>",2.5966601,0.799336
0.7304359,0.57739687,0.16352627,6,19.645492553710938,-77.56028747558594,-76.79315948486328,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2199.png"" alt=""drawing"" style=""width:56px;""/>",-2.0938435,-3.1046526
0.70774096,0.5782193,0.873526,2,35.52781677246094,-85.02969360351562,-85.94055938720703,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2200.png"" alt=""drawing"" style=""width:56px;""/>",-7.773592,-0.5025431
0.46089453,0.93854374,0.5935864,4,8.879508972167969,-78.74577331542969,-85.96846771240234,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2201.png"" alt=""drawing"" style=""width:56px;""/>",5.25046,2.9527617
0.41338757,0.8104278,0.0972705,4,31.011611938476562,-73.17394256591797,-75.43526458740234,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2202.png"" alt=""drawing"" style=""width:56px;""/>",-0.57795244,1.9852787
0.6467447,0.2725732,0.8066867,8,25.50616455078125,-71.9481201171875,-75.29784393310547,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2203.png"" alt=""drawing"" style=""width:56px;""/>",1.5131706,-6.69068
0.12569773,0.25889376,0.2685019,0,20.454925537109375,-70.49981689453125,-70.16970825195312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2204.png"" alt=""drawing"" style=""width:56px;""/>",-1.4244329,-3.404166
0.73651236,0.6767928,0.40656176,4,12.156059265136719,-76.23239135742188,-77.23194885253906,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_2205.png"" alt=""drawing"" style=""width:56px;""/>",1.7837584,-4.0007
